1분위	a	b	c	d	e	f	g
21	0.0000000037222222 	-0.0000010602564103 	0.0001069273504273 	-0.0046086247086214 	0.0929742385391445 	-0.3343321678311510 	-0.0447552447553790 
22	0.0000000036315359 	-0.0000010630184766 	0.0001106031611362 	-0.0049593758569818 	0.1051521344667210 	-0.5405928630181000 	0.1216988893452250 
23	0.0000000029591503 	-0.0000008810143288 	0.0000944966691804 	-0.0045016736939496 	0.1043966362721280 	-0.4108131084591520 	0.0545043192096273 
24	0.0000000033480392 	-0.0000009816553544 	0.0001031547888386 	-0.0047481480529238 	0.1051192431097280 	-0.5005368846828620 	0.0524064171119107 
25	0.0000000039583333 	-0.0000011274038462 	0.0001135496794871 	-0.0048996722027926 	0.1015372668996420 	-0.5518881118868210 	0.1391608391602400 
26	0.0000000056486928 	-0.0000016359539970 	0.0001689226370034 	-0.0075063168449130 	0.1517473003791720 	-0.9282235019862800 	0.1673385438077730 
4분위	a	b	c	d	e	f	g
1	-0.0000000036053922 	0.0000010119061086 	-0.0001039244909501 	0.0047948473707612 	-0.0915077166459589 	0.9963758398450300 	-0.2793089263674350 
2	-0.0000000026544118 	0.0000006769325038 	-0.0000600483597285 	0.0021689723879043 	-0.0209704092965319 	0.3060370560805930 	0.0172151378036460 
3	-0.0000000053709150 	0.0000014593514329 	-0.0001436929361487 	0.0062612556561023 	-0.1099443769137650 	0.8533418003547670 	-0.2026532291231430 
4	-0.0000000066609477 	0.0000018564573906 	-0.0001914832516338 	0.0090285449232053 	-0.1830359703366170 	1.4715885438067400 	-0.3230152200724210 
5	-0.0000000045302288 	0.0000012669211916 	-0.0001290065673705 	0.0058018523755605 	-0.1021051516292770 	0.8082551761949060 	-0.0565199506371528 
6	-0.0000000042295752 	0.0000010933917798 	-0.0001020015397184 	0.0042390215789073 	-0.0692773158050000 	0.4954718222942040 	-0.0485808309330196 
7	-0.0000000042606209 	0.0000011482183258 	-0.0001120288147309 	0.0048227851192873 	-0.0812568775993847 	0.7131222747826220 	-0.1627519539277960 
8	-0.0000000058129085 	0.0000016613404977 	-0.0001747707704875 	0.0082659155182969 	-0.1627579859680560 	1.3879211229924000 	-0.3412381735897720 
9	-0.0000000035727124 	0.0000009844739819 	-0.0000978237493715 	0.0042334794494681 	-0.0685333788106230 	0.6233299396670540 	-0.0868983957212777 
10	-0.0000000025915033 	0.0000006902714932 	-0.0000647936148818 	0.0025706705059614 	-0.0363998242606207 	0.6185028794726080 	-0.1611271081853830 
11	-0.0000000038823529 	0.0000010365007541 	-0.0001001719457013 	0.0042828808446413 	-0.0713745865897640 	0.6563925682149010 	-0.1283011106530690 
12	-0.0000000021135621 	0.0000005124340121 	-0.0000412373366013 	0.0012067474804579 	-0.0022167308834223 	0.2865902577807250 	-0.1708556149727090 
13	-0.0000000031119281 	0.0000008013668929 	-0.0000740805367018 	0.0030339799293812 	-0.0476265818820832 	0.4870887494849160 	-0.0793294940349369 
14	-0.0000000058202614 	0.0000016069758673 	-0.0001612520110607 	0.0071479586589818 	-0.1263631203435350 	0.9162886329338940 	-0.1265322912372540 
15	-0.0000000038725490 	0.0000010515082956 	-0.0001027055052790 	0.0043503256547330 	-0.0685959070340219 	0.6395839846415790 	-0.1399835458649930 
16	-0.0000000026160131 	0.0000007065987934 	-0.0000690847159376 	0.0030030782942511 	-0.0497997574156882 	0.5369643150956890 	-0.1868161250505980 
17	-0.0000000050465686 	0.0000013798359728 	-0.0001379175150828 	0.0061934119189570 	-0.1143100041133610 	0.9019153640459710 	-0.2651378033721130 
18	-0.0000000038733660 	0.0000009358880090 	-0.0000770883924082 	0.0025404390340031 	-0.0238240642853255 	0.2081173728225570 	0.0887289181409869 
19	-0.0000000021609477 	0.0000005375471342 	-0.0000463262003519 	0.0016484604243778 	-0.0154491230174560 	0.2410937885638600 	-0.0128753599339575 
20	-0.0000000049387255 	0.0000013875471342 	-0.0001419244909501 	0.0063839499348630 	-0.1116587189769370 	0.8877161661850750 	-0.1828054298637200 
21	-0.0000000038210784 	0.0000010118684012 	-0.0000954297699848 	0.0038327107328904 	-0.0534038183873828 	0.4697893870823590 	-0.1369806663917640 
22	-0.0000000035539216 	0.0000009805995475 	-0.0000984756787329 	0.0044101869943732 	-0.0792448238035144 	0.7820136432181980 	-0.2133689839565700 
23	-0.0000000041462418 	0.0000011433917798 	-0.0001142900012568 	0.0049931299705150 	-0.0816339183690835 	0.6472323118045130 	-0.1097696421218190 
24	-0.0000000031421569 	0.0000008522624434 	-0.0000844204374057 	0.0037430875497015 	-0.0639958477306000 	0.5862052310424400 	-0.1099753187986610 
25	-0.0000000040849673 	0.0000011062594268 	-0.0001089548768224 	0.0047654394624931 	-0.0812294380454748 	0.6515830933758040 	-0.1915261209375100 
26	-0.0000000041421569 	0.0000010871983409 	-0.0001021031297133 	0.0042021638900268 	-0.0679259701081939 	0.5796685177554450 	-0.1837515425743280 
